review_text,review_rating,author_id,author_name,author_app_version,review_datetime_utc,review_likes,sentiment,sentiment_score,sentiment_meaning,review_length,word_count,cluster,topic,topic_confidence,year_month
Why always updated,2,100330*********298097,A Google user,5.43.0,2021-09-11 23:49:02+00:00,0,1 star,0.21851569414138794,Very negative,450,3,1,User Interface and Experience,0.2303786724805832,2021-09
This app always updating,2,110627*********277789,A Google user,5.55.0,2022-08-02 15:43:07+00:00,0,5 stars,0.4474917948246002,Very Positive,20,4,1,User Interface and Experience,0.3326530456542969,2022-08
i cannot play my games 😠,2,103461*********665004,A Google user,5.58.2,2022-11-16 14:18:32+00:00,0,1 star,0.6311660408973694,Very negative,46,6,1,App Crashes or Bugs,0.3570834994316101,2022-11
Bakit hndi ma update ang aking gcash?,2,111744*********754574,A Google user,5.57.1,2022-11-12 06:06:21+00:00,0,2 stars,0.317983478307724,Negative,139,7,1,User Interface and Experience,0.2640076279640198,2022-11
"I did update already DECEMBER 2, 2022 just now but when I click the app it still needs to be update. But I already updated it. I need to load and it will consume my money as I don't get inside the app.",2,117057*********508783,A Google user,5.59.0,2022-12-02 02:14:49+00:00,0,2 stars,0.33185842633247375,Negative,29,43,1,Fees and Charges,0.20851902663707733,2022-12
Sucessfull,2,113207*********579984,Ru***********va,5.69.0,2023-10-18 09:13:20+00:00,0,3 stars,0.2360212504863739,Neutral,27,1,1,User Interface and Experience,0.2520475685596466,2023-10
Why can't I open my gcash app after I updated it.?,2,103828*********305407,A Google user,5.38.1,2021-04-14 00:21:58+00:00,0,1 star,0.3899770975112915,Very negative,12,11,1,User Interface and Experience,0.24187666177749634,2021-04
"Recent rule in needing for authentication code that is to be sent to sms, is flawed, all of my authentication code are arriving 5mins, to long, i already pressed resend and after i received the 6 pin code, it wont accept, atleast make it so that all the codes that was send within 15 min time can be use, instead of waiting for the latest code for more than 5 min when all I'm doing is loading my grab account to pay cashless, now you dont get my transfer fee and i cant pay cashless, no one wins",2,114130*********979412,A Google user,5.64.1,2023-05-20 10:52:19+00:00,0,1 star,0.7484683990478516,Very negative,53,98,0,Fees and Charges,0.2297631800174713,2023-05
Bad money sometimes gone didn't enter my bill,2,106340*********955524,Pe**********tu,5.68.1,2023-10-11 00:08:02+00:00,0,1 star,0.7094811201095581,Very negative,135,8,1,Payment and Bills,0.33756276965141296,2023-10
Can't view the history of my recent transactions.,2,100981*********925858,A Google user,5.39.1,2021-04-13 22:49:26+00:00,0,2 stars,0.29864469170570374,Negative,52,8,1,Account Login Issues,0.18137922883033752,2021-04
I can't receive any OTP code. On my other phone was already auto logout and that is the time that I can't receive any OTP code. I try to register my other number to a gcash however I can't receive any OTP code,2,111513*********660902,A Google user,5.65.0,2023-06-10 07:42:26+00:00,0,1 star,0.4405379891395569,Very negative,76,43,0,Account Login Issues,0.26869601011276245,2023-06
I already verified my account and it asked me again to verify. And rn I can't withdraw my money.,2,101312*********575937,A Google user,5.34.0,2020-11-13 12:41:31+00:00,0,1 star,0.8192487955093384,Very negative,221,19,0,Account Login Issues,0.21508048474788666,2020-11
"Please make sure your buy a load is always available for all networks. Please fix it , I try to load a regular for smart network but unavailable.",2,102957*********587715,A Google user,5.30.2,2020-07-29 13:02:50+00:00,0,3 stars,0.39074066281318665,Neutral,10,28,1,Customer Service Support,0.2811618149280548,2020-07
always update😥😥😥,2,106945*********809878,A Google user,5.52.1,2022-06-08 14:12:33+00:00,0,5 stars,0.6664755344390869,Very Positive,14,2,2,User Interface and Experience,0.1972503811120987,2022-06
I don't like this fricking update,2,115347*********862275,A Google user,5.55.0,2022-09-13 00:27:54+00:00,0,1 star,0.49368247389793396,Very negative,33,6,1,User Interface and Experience,0.2320394068956375,2022-09
2star because why 2star I give it because I cannot open my gcash if there is time I open my gcash and I can't update my gcash because of play store problem please stop that updating apps every month or year,2,100813*********851304,A Google user,5.60.0,2023-03-09 09:17:35+00:00,0,1 star,0.5317762494087219,Very negative,92,41,0,User Interface and Experience,0.23470257222652435,2023-03
Nakakainis na gcash palagi nalang fixed,2,101055*********913193,A Google user,5.48.1,2022-02-20 10:59:35+00:00,0,3 stars,0.34406813979148865,Neutral,13,6,1,Fees and Charges,0.20834162831306458,2022-02
"Poor customer service took too long and madaming issues,I can't even open my account for how many days na.",2,115407*********835261,A Google user,5.64.1,2023-05-12 07:39:03+00:00,0,1 star,0.5238463282585144,Very negative,14,19,1,Customer Service Support,0.2984222173690796,2023-05
"Sometimes good,,sometime un used just like before till now,, i cannot use my gcash,when i send money,they affair update,,,when i update,still loading in a long long hours,,i can't open it,,,whats wrong?",2,101002*********722302,A Google user,5.47.0,2022-03-04 10:24:40+00:00,0,2 stars,0.4121730625629425,Negative,47,31,1,User Interface and Experience,0.2864679992198944,2022-03
2 Star lang. Kasi yong Gscore ko imbes na tumaas nababawasan,2,111407*********728993,A Google user,5.63.0,2023-04-20 11:37:18+00:00,0,2 stars,0.9559024572372437,Negative,34,11,0,User Interface and Experience,0.1839440017938614,2023-04
Bat lagi naga update nakakasawa na,2,106285*********140490,A Google user,5.59.0,2022-12-02 01:56:12+00:00,0,1 star,0.425632506608963,Very negative,47,6,1,User Interface and Experience,0.2941221594810486,2022-12
I cant update my gcash,3,102609*********573257,A Google user,5.31.1,2020-09-29 13:40:56+00:00,0,1 star,0.22794753313064575,Very negative,15,5,1,App Crashes or Bugs,0.3333967924118042,2020-09
I paid on my gcredit it took my balance and my credit was still there. I didnt receive any text or reference number for my transaction. It was a big hassle..,3,109702*********708297,A Google user,5.20.2,2019-10-01 16:35:37+00:00,0,1 star,0.5670732259750366,Very negative,12,31,0,User Interface and Experience,0.20895268023014069,2019-10
"The app lag sometimes. Other than that, I like that it's improving. Keep up the good work!",3,107699*********664949,A Google user,5.39.1,2021-05-05 14:39:10+00:00,0,4 stars,0.5114907026290894,Positive,79,17,1,User Interface and Experience,0.43999022245407104,2021-05
"Its convenient to use this ap for most of the transactions however, its annoying when it keeps on requesting to update especially when it hapens every week or every two weeks. I often experience this problem when I'm about to pay via gcash I have to updatd the app before going through with the transactions. I hope this may fixed and not to update this frequently.",3,102077*********892272,A Google user,5.55.0,2022-08-10 03:03:49+00:00,7,3 stars,0.6138104796409607,Neutral,22,66,0,User Interface and Experience,0.27340462803840637,2022-08
Why its very hard to update..??,3,111697*********984432,A Google user,5.59.0,2023-04-17 09:12:35+00:00,0,2 stars,0.4294954240322113,Negative,22,6,1,Customer Service Support,0.1908337026834488,2023-04
verry col. app,3,100302*********806701,A Google user,5.38.0,2021-06-15 17:27:34+00:00,0,4 stars,0.2718234360218048,Positive,57,3,1,User Interface and Experience,0.2507435083389282,2021-06
Ang hrap buksan ng gcash po nagun.. bat po ganun?,3,108218*********160249,A Google user,5.69.3,2023-11-11 16:51:37+00:00,1,2 stars,0.35039785504341125,Negative,83,10,1,Fees and Charges,0.2659769654273987,2023-11
I would like to make a rating but got disappointed of myself bcs everyone in the review section are giving their reviews in english and I feel so pressured. Charooot,3,102616*********334388,A Google user,5.48.1,2022-01-26 09:03:29+00:00,0,2 stars,0.4716460406780243,Negative,110,30,1,User Interface and Experience,0.20174384117126465,2022-01
nag update lng.puro problema na issue lagi nag koclose hayss,3,102012*********417073,Ra********30,5.69.0,2023-10-11 09:50:29+00:00,0,1 star,0.6405622363090515,Very negative,42,10,2,App Crashes or Bugs,0.22898082435131073,2023-10
"Why my gcash app cant open now..,,,everytym i open my gcash..,,it says apps not found",3,103111*********830123,A Google user,5.48.1,2022-01-20 03:30:56+00:00,0,1 star,0.7172640562057495,Very negative,24,15,0,App Crashes or Bugs,0.344222754240036,2022-01
Anung nangyare kahapon pa ko di makapag load . Unsuccessful lagi,3,104987*********535100,A Google user,5.41.0,2021-06-10 16:38:35+00:00,0,1 star,0.7290385365486145,Very negative,45,11,2,Fees and Charges,0.2318444848060608,2021-06
Sana lahat ng klase ng load meron kayo for gaming ml pubg etc.,3,113894*********245442,A Google user,5.45.0,2021-10-11 23:18:51+00:00,0,3 stars,0.3412702977657318,Neutral,42,13,1,Fees and Charges,0.5590866804122925,2021-10
Cant receive a code when I Log In..grrr.😡,3,107353*********657000,A Google user,5.67.0,2023-08-27 20:51:59+00:00,1,1 star,0.38879257440567017,Very negative,183,8,1,Account Login Issues,0.24239623546600342,2023-08
LQAYA IMPUTS PASSWORD 3 TIMES,3,107930*********113076,A Google user,5.40.0,2021-05-28 07:06:29+00:00,0,1 star,0.473010778427124,Very negative,74,5,1,Fees and Charges,0.16768483817577362,2021-05
Gcash app was very useful specially when making payments and buy a load. However everytime gcash made an maintenance I didn't receive any notification both email or sms.,3,113600*********151042,A Google user,5.31.1,2020-09-03 08:07:55+00:00,0,3 stars,0.4002874195575714,Neutral,62,28,1,Payment and Bills,0.6088302135467529,2020-09
Great wallet app But sometimes can't access the gsave which is pretty annoying considering it has my money on it Im pissed and doesnt know what to do,3,114758*********626956,A Google user,5.42.0,2021-07-24 05:20:56+00:00,0,3 stars,0.4990803897380829,Neutral,159,28,1,App Crashes or Bugs,0.3347078263759613,2021-07
Always need to update.,3,100524*********858824,A Google user,5.54.0,2022-08-22 05:32:22+00:00,0,1 star,0.23603810369968414,Very negative,108,4,1,Customer Service Support,0.17473188042640686,2022-08
okey naman,3,114574*********633572,A Google user,5.54.0,2022-08-07 06:25:51+00:00,0,3 stars,0.6395800709724426,Neutral,34,2,2,User Interface and Experience,0.18145911395549774,2022-08
Very slow in every transaction,3,115745*********739942,A Google user,5.55.0,2022-09-12 02:15:39+00:00,0,1 star,0.4596058428287506,Very negative,16,5,1,User Interface and Experience,0.20677445828914642,2022-09
"why icant update my gcash? its issueng had a problem, why icant open?",3,108366*********916738,A Google user,5.40.0,2021-06-13 00:01:19+00:00,0,1 star,0.4696749448776245,Very negative,39,13,1,Customer Service Support,0.22854582965373993,2021-06
Hirap ma verified😩,3,101026*********123534,A Google user,5.65.0,2023-08-22 04:36:59+00:00,0,1 star,0.28425413370132446,Very negative,199,3,1,Fees and Charges,0.153893381357193,2023-08
I only rate this as three cause its so hassle that almost everytime i open it i always need to update,3,111111*********256407,A Google user,5.33.0,2020-12-18 13:53:32+00:00,0,3 stars,0.5644763708114624,Neutral,44,21,1,User Interface and Experience,0.30025866627693176,2020-12
I can't open my gcash app!!!!why?,3,111372*********507199,A Google user,5.27.1,2020-04-20 16:09:30+00:00,0,1 star,0.6200752258300781,Very negative,139,6,2,App Crashes or Bugs,0.233778178691864,2020-04
I hope you can add crypto .,3,104079*********092452,A Google user,5.49.1,2022-02-09 16:31:30+00:00,1,3 stars,0.3094884157180786,Neutral,76,7,1,Money Transfer and Cash In,0.1760374903678894,2022-02
The app is nice. Please remove the annoying ads,3,106945*********854057,A Google user,5.62.0,2023-03-21 10:00:52+00:00,0,4 stars,0.4751244783401489,Positive,28,9,1,User Interface and Experience,0.5564300417900085,2023-03
"Need po ba lagi mag update, every week ng gcash. Kasi po kada mag open ako, yun lagi ang requirements. Di ba pwede kht twice a month nlng ang pag update? Maganda nmn po serbisyo nyo, eto lng po concern ko, need n mag update lagi ng gcash.",3,116233*********882428,A Google user,5.35.0,2021-03-05 15:14:30+00:00,0,1 star,0.5269367098808289,Very negative,69,48,0,Customer Service Support,0.1900675892829895,2021-03
I can't open my Account..how many times that I try but it's failed 😔😔,3,100554*********004803,A Google user,5.52.0,2022-05-28 06:42:04+00:00,0,1 star,0.6988740563392639,Very negative,53,14,2,Customer Service Support,0.18879204988479614,2022-05
Good good good good good good gcash salamat salamat salamat salamat ng marami Merry Christmas ninong 🎄🎄🎄🎄🎄🎄🎄🎄🎄🎄🎄🎁🎁🎁🎁🎁🎅🎅🎅🎅🎅🎅🎅❤❤❤❤❤❤❤❤❤🎄🎄❤❤❤🎄❤🎄❤🎄❤🎄🎁🎁🎁🎁🎁🎁🎁🎅🎅🎅🎅🎁🎁🎁🎁❤❤❤🎄🎄🎄❤❤🎄🎄❤❤🎄🎄😘😘😘🎁🎁🎁🎁🎁🎁👏👏👏👏👏🎅🎅🎅🎅🎅🎅🎄🎄🎄🎄😘😘😘😘😍😍😍❤❤❤🎄🎄❤❤❤🎅🎅🎅🎅🎅🎅🎅🎅🎅🎅🎅🎅🎅🎅🎄🎄🎄🎄🎄🎄🎄🎁🎁🎁🎁🎁🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🎅🎅🎅🎅🎅🎅🎁🎁🎁🎁🎁🎁🎁🎁🎁🎁🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻❤❤🎄🎁🎄🎄❤,3,115760*********028737,A Google user,5.36.0,2020-12-26 15:59:56+00:00,0,4 stars,0.5335846543312073,Positive,193,17,1,Customer Service Support,0.19052207469940186,2020-12
"Ok nmn sofar,,,",3,111543*********579517,A Google user,5.41.0,2021-08-03 09:55:22+00:00,0,3 stars,0.5390644073486328,Neutral,49,3,2,User Interface and Experience,0.17236338555812836,2021-08
Pressing next button after entering my number doesn't work. Please fix this.,3,117164*********764887,A Google user,5.38.1,2021-03-15 10:24:36+00:00,0,1 star,0.5518527626991272,Very negative,10,12,1,Customer Service Support,0.22989438474178314,2021-03
a more convencience app for sending money paying bills and buying mobile load. it's just that the update is frequent.,3,101429*********739738,A Google user,5.62.0,2023-03-18 03:04:40+00:00,1,3 stars,0.45028722286224365,Neutral,512,20,1,Payment and Bills,0.6515634655952454,2023-03
A little more bug fixing pls. e.g buy load mode takes longer at times to complete transactions.,3,105738*********697813,A Google user,5.51.0,2022-04-24 06:33:54+00:00,0,3 stars,0.5000337362289429,Neutral,37,17,1,App Crashes or Bugs,0.2732301354408264,2022-04
Cannot be used without internet,3,110324*********224420,A Google user,5.52.1,2022-06-04 15:54:22+00:00,0,1 star,0.5012443661689758,Very negative,80,5,1,Fees and Charges,0.2145129293203354,2022-06
TOO MANY BUGS!,3,112270*********557105,A Google user,5.49.1,2022-02-18 12:11:45+00:00,0,1 star,0.47983813285827637,Very negative,96,3,1,App Crashes or Bugs,0.17019400000572205,2022-02
Hope updating is not so often.,3,108153*********184790,A Google user,5.37.0,2021-04-15 13:29:57+00:00,0,3 stars,0.5150914788246155,Neutral,73,6,1,User Interface and Experience,0.20481082797050476,2021-04
This app is a piece of trash.,3,100123*********067949,A Google user,5.69.0,2023-10-08 10:54:46+00:00,0,1 star,0.9523155689239502,Very negative,17,7,2,User Interface and Experience,0.26133182644844055,2023-10
Problem in buying load,3,107982*********248216,A Google user,5.58.2,2022-11-21 03:22:19+00:00,0,1 star,0.3692210614681244,Very negative,460,4,1,Payment and Bills,0.3927132487297058,2022-11
How come gcash hasn't given me rebates for a while now? Did the rebates program stop?,3,118039*********757098,A Google user,5.43.0,2021-08-24 19:04:30+00:00,0,1 star,0.4941193461418152,Very negative,277,16,1,Customer Service Support,0.16615378856658936,2021-08
This apps is very helpful i was grateful to have this.,3,118318*********029406,A Google user,5.46.1,2021-12-07 03:41:02+00:00,1,5 stars,0.8352177739143372,Very Positive,246,11,2,User Interface and Experience,0.3711153268814087,2021-12
Nice app hard to verify,3,103901*********861532,A Google user,5.40.0,2021-05-17 09:29:59+00:00,0,4 stars,0.54295814037323,Positive,54,5,2,User Interface and Experience,0.3006488084793091,2021-05
Always need update,3,112359*********262064,Su*********do,5.69.1,2023-10-22 12:54:51+00:00,0,1 star,0.2360588014125824,Very negative,122,3,1,Customer Service Support,0.2120039463043213,2023-10
Tree stars,3,111188*********955039,A Google user,5.41.0,2022-08-17 16:10:46+00:00,1,4 stars,0.40156659483909607,Positive,70,2,1,User Interface and Experience,0.23086746037006378,2022-08
Difficult to download,3,108340*********238982,A Google user,5.24.0,2020-01-16 02:04:14+00:00,0,2 stars,0.41712328791618347,Negative,353,3,1,App Crashes or Bugs,0.2192666381597519,2020-01
I like this app,3,117710*********888007,A Google user,5.31.1,2020-11-09 13:44:03+00:00,0,5 stars,0.5377708673477173,Very Positive,75,4,2,User Interface and Experience,0.4620671272277832,2020-11
"I had a problem once when I paid my Smart Postpaid bill. Apparently, Smart is not accepting GCash payment and GCash (Globe) is aware of it. So it is stupid to put Smart as partner merchant or biller when they won't take my payment. Kung hndi pa ako nangulit sa Globe at Smart hotline ay hndi pa naretrieve ang pera ko. Now my next problem is my payment sa BPI credit card ko. 1 week na hndi pa nagrereflect sa BPI yung binayad ko. Also, it's so hard to find a restaurant, cafe, shop na tumatanggap ng GCash. I wish mas marami pang establishments ang meron GCash kasi sayang yung balance ko hndi naman magamit. GScore and GCredit is USELESS. Lagi ako gumagamit ng GCash pero konti lang kung magimprove score at until now di pa din ako makaaccess sa GCredit. On a postive note. Mabilis naman magload at magbayad thru QR scan.",3,102551*********322394,A Google user,5.9.2,2018-11-02 23:53:10+00:00,1,1 star,0.5958930850028992,Very negative,81,153,0,Payment and Bills,0.47991159558296204,2018-11
Why i cannot find any option to update but you are sending me in my gmail that i need one?? 😩😫 so frustrating,3,106505*********010337,A Google user,5.40.0,2021-05-30 05:26:52+00:00,0,1 star,0.647152841091156,Very negative,79,23,0,Customer Service Support,0.23706087470054626,2021-05
it's very easy,3,103840*********950481,A Google user,5.53.1,2022-06-08 07:22:44+00:00,0,5 stars,0.4289639890193939,Very Positive,60,3,1,User Interface and Experience,0.2897903621196747,2022-06
I like that some of the purchases were discounted but I can't get verified using my student ID and I can't fix it. Please let me try again :(( thanks,3,110949*********158067,A Google user,5.29.1,2020-06-11 05:24:59+00:00,0,3 stars,0.4436596632003784,Neutral,201,30,1,Account Login Issues,0.33774715662002563,2020-06
On the average,3,100205*********867877,A Google user,5.55.0,2022-08-02 23:39:49+00:00,0,3 stars,0.5984990000724792,Neutral,76,3,2,User Interface and Experience,0.19548708200454712,2022-08
madalas service not available..lalo na pag magloload..,3,114040*********792913,A Google user,5.44.1,2021-09-21 12:10:19+00:00,0,1 star,0.6125137805938721,Very negative,158,7,1,Fees and Charges,0.1757356971502304,2021-09
Why cant i use the welcome gift freebee?,3,114963*********477897,A Google user,5.28.0,2020-05-11 02:10:06+00:00,0,3 stars,0.2521417737007141,Neutral,139,8,1,User Interface and Experience,0.23717322945594788,2020-05
"I cant log in,its says th a t submit your ticket,I dont know-how please help me..I need to log in",3,118375*********195657,A Google user,5.27.1,2020-04-25 02:50:24+00:00,0,1 star,0.5796331167221069,Very negative,157,20,1,Account Login Issues,0.22465652227401733,2020-04
From 1 star to 3 star. nakakapaggenerate na ako ng payment code. bumilis na din magload. medyo panget mga offer ni gcash.,3,108234*********627391,A Google user,5.24.0,2019-12-19 06:05:17+00:00,0,3 stars,0.4509868025779724,Neutral,42,22,1,Fees and Charges,0.39341580867767334,2019-12
Nawawala yung application mismo pero naka install naman.,3,114264*********684702,A Google user,5.59.1,2022-12-14 03:53:07+00:00,0,3 stars,0.3639870285987854,Neutral,43,8,1,App Crashes or Bugs,0.2811357378959656,2022-12
Pls help me i cant buy load it always says unsuccessful and they always return it to my balance even if i have a reciept at first it will give a reciept and confirmation on my acc.no but the next message will say that it was unsuccessful and the payment return to my acc,3,114993*********281530,A Google user,5.48.1,2022-01-01 02:31:34+00:00,4,1 star,0.6848823428153992,Very negative,53,54,0,Customer Service Support,0.2765909731388092,2022-01
Hustle service,3,104058*********635201,A Google user,5.64.1,2023-05-09 03:58:03+00:00,0,5 stars,0.3394126296043396,Very Positive,26,2,1,Customer Service Support,0.47057509422302246,2023-05
Fix it i can open😠😠😠,3,104190*********088625,A Google user,5.27.1,2020-04-21 01:42:48+00:00,0,5 stars,0.5337063074111938,Very Positive,169,5,2,Customer Service Support,0.2401115745306015,2020-04
no more rebates,3,115295*********789941,A Google user,5.42.0,2021-08-01 12:15:02+00:00,2,5 stars,0.23356688022613525,Very Positive,159,3,1,Fees and Charges,0.3550904393196106,2021-08
can you verify my account,3,107155*********987145,A Google user,5.65.1,2023-06-26 22:43:29+00:00,0,1 star,0.32716313004493713,Very negative,282,5,1,Customer Service Support,0.2516734004020691,2023-06
So that w c marzan lang ako nun Dr fe,3,101925*********055044,A Google user,5.50.0,2022-04-14 10:06:41+00:00,0,3 stars,0.3650210499763489,Neutral,121,10,1,Fees and Charges,0.23773306608200073,2022-04
"App security keep prompting that device is not secure, so the app keeps on shutting down. I cannot transact anymore. Very troublesome for us consumers whose relying for gcash as mode of our payments.",3,100116*********023597,A Google user,5.70.0,2023-11-13 10:57:53+00:00,0,1 star,0.5334412455558777,Very negative,86,34,0,App Crashes or Bugs,0.3347419798374176,2023-11
it says that if you invite friends it will give u 50 pesos but that referal didnt go through my account why??? pls fix it because i love this app i will rate it 5 star if you guys fixed it im looking to it.,3,111991*********962718,A Google user,5.17.3,2019-06-21 17:38:52+00:00,0,1 star,0.28263819217681885,Very negative,45,45,1,Account Login Issues,0.21525758504867554,2019-06
It help me a lot..,3,102725*********198275,A Google user,5.37.0,2021-04-11 11:50:57+00:00,0,4 stars,0.45316171646118164,Positive,266,5,1,User Interface and Experience,0.2576512098312378,2021-04
"It's easy to send money to people and receive it. It's not so easy to top up. There are too many fees to pay. If you cash in more than a measly P8000 per month they charge you 2% for the privilege of doing so, there is a way round avoiding the 2% but you'll have to figure it out for yourself, or they'll close the loophole.",3,104834*********036469,A Google user,5.63.1,2023-04-18 09:54:45+00:00,4,3 stars,0.5702168345451355,Neutral,316,67,0,Fees and Charges,0.35084405541419983,2023-04
"So far, so good",3,107264*********754560,A Google user,5.47.0,2022-03-16 02:48:38+00:00,0,5 stars,0.5651691555976868,Very Positive,12,4,2,User Interface and Experience,0.27892005443573,2022-03
Cant find the apps,3,101233*********132775,A Google user,5.57.1,2022-10-13 01:14:54+00:00,0,4 stars,0.2802750766277313,Positive,101,4,1,App Crashes or Bugs,0.4842763841152191,2022-10
Convenient app...,3,109892*********910234,A Google user,5.46.0,2021-11-24 11:39:35+00:00,0,4 stars,0.5433881282806396,Positive,120,2,2,User Interface and Experience,0.5553043484687805,2021-11
"a better rating than my last one, its helpful the only problem is, everytime they have an update you cant use the app itself, until you update it to the latest version, and sometimes it doesnt seem to work when your phone is not compatible to the latest version",3,117070*********219223,A Google user,5.35.0,2021-02-23 02:16:25+00:00,2,4 stars,0.6373004913330078,Positive,204,49,0,App Crashes or Bugs,0.30845510959625244,2021-02
1st Review: Good Payment method (4 Star) 2nd review: The system crush and I cannot log-in.,3,115033*********499035,A Google user,5.66.2,2023-07-22 19:25:39+00:00,0,4 stars,0.9126372933387756,Positive,42,16,2,Account Login Issues,0.46153926849365234,2023-07
I dont have any experience about this.,3,104483*********366035,A Google user,5.41.0,2021-06-21 05:11:21+00:00,0,1 star,0.4600455164909363,Very negative,87,7,1,User Interface and Experience,0.16930988430976868,2021-06
Keep it up,4,109939*********396094,A Google user,5.3.0,2018-11-03 00:42:21+00:00,0,4 stars,0.25506168603897095,Positive,143,3,1,Customer Service Support,0.2870938181877136,2018-11
I dont give 5 star bcoz gcash always need to update,4,106112*********072664,A Google user,5.31.1,2020-11-13 04:24:31+00:00,0,1 star,0.488508939743042,Very negative,114,11,1,App Crashes or Bugs,0.2009279727935791,2020-11
easy to use..,4,117951*********511737,A Google user,5.59.0,2022-12-02 01:27:21+00:00,0,5 stars,0.4766745865345001,Very Positive,58,3,2,User Interface and Experience,0.5953353643417358,2022-12
Fast & easy to cash in,4,102443*********965013,A Google user,5.31.1,2020-08-24 11:59:19+00:00,0,5 stars,0.6459524035453796,Very Positive,32,6,2,Money Transfer and Cash In,0.505774974822998,2020-08
"It is a useful app but besides that, im kinda annoyed how the popups just randomly show up in the screen. And sometimes the app just randomly went off without a reason..",4,115985*********372111,A Google user,5.63.0,2023-07-15 14:02:20+00:00,0,3 stars,0.748139500617981,Neutral,48,32,0,User Interface and Experience,0.3476933240890503,2023-07
Verry good,4,100886*********397595,A Google user,5.42.0,2021-08-03 13:38:10+00:00,0,4 stars,0.4609464704990387,Positive,144,2,2,User Interface and Experience,0.24081945419311523,2021-08
Ok nman pero ang bagal,4,118193*********464704,A Google user,5.38.1,2021-03-30 01:48:07+00:00,0,3 stars,0.6479659676551819,Neutral,208,5,2,Fees and Charges,0.23238731920719147,2021-03
Excellent 👍👌,4,108358*********415056,A Google user,5.64.2,2023-05-27 04:12:12+00:00,0,5 stars,0.8874325752258301,Very Positive,228,2,2,User Interface and Experience,0.23592723906040192,2023-05
happy. But always need to update😐😐😐😐😯😯😯,4,114834*********568875,A Google user,5.53.1,2022-06-07 15:21:22+00:00,0,4 stars,0.48586544394493103,Positive,213,6,2,Customer Service Support,0.18593235313892365,2022-06
"I really like this app,it very useful app eazy to send money",4,115144*********637093,A Google user,5.44.1,2021-09-26 14:25:01+00:00,0,5 stars,0.6362585425376892,Very Positive,37,12,2,User Interface and Experience,0.2797672152519226,2021-09
Very easy to use!!,4,114965*********790429,A Google user,5.29.1,2020-07-26 09:57:46+00:00,0,5 stars,0.6813330054283142,Very Positive,221,4,2,User Interface and Experience,0.64957594871521,2020-07
"Thank you g cash,,you are advantage because like paying is easy smoothly. You don't need go outside,,and also transaction is nice transfer money from other apps,, good and quality ,,",4,101821*********434964,A Google user,5.32.2,2020-10-02 22:42:57+00:00,2,5 stars,0.6950170993804932,Very Positive,46,30,2,Money Transfer and Cash In,0.387652188539505,2020-10
Sometimes its not working,4,113180*********136040,A Google user,5.31.1,2020-08-31 16:23:43+00:00,0,2 stars,0.4406036138534546,Negative,23,4,2,Customer Service Support,0.22384615242481232,2020-08
Laging off line at ang tagal mag update. Need magbayad di makabayad ng bills. It is indeed Irritating.,4,100008*********244641,A Google user,5.38.1,2021-04-14 00:44:37+00:00,0,1 star,0.5209173560142517,Very negative,349,18,1,Payment and Bills,0.3705151379108429,2021-04
Hassle free money transfer,4,116788*********604074,A Google user,5.30.2,2020-08-21 04:45:08+00:00,0,1 star,0.5277295708656311,Very negative,49,4,2,Money Transfer and Cash In,0.36865299940109253,2020-08
"I'm a student and for some reasons I had to use my GCash to withraw my salaries but full verification is required. I did try to verify my account last 3 days but an update was sent to me recently, it said ""Hi! We received your application to get verified. Upon review, the ID you submitted was not accepted. Apply again and make sure to submit a clear and valid government ID."". Why does your system like this? I mean i took my STUDENT ID a very CLEAR picture Back and Front! I'm a lil' FRUSTRATED!",4,108184*********265690,A Google user,5.30.2,2020-07-21 07:34:01+00:00,1,1 star,0.5129310488700867,Very negative,25,96,0,Customer Service Support,0.18961821496486664,2020-07
"Easy app to use, very convenient cashless transactions",4,103239*********572156,A Google user,5.42.0,2021-08-01 22:50:01+00:00,0,5 stars,0.6365284323692322,Very Positive,41,8,2,User Interface and Experience,0.608961284160614,2021-08
", mu o oo ouiix . orwc",4,111595*********560315,A Google user,5.57.1,2022-11-05 02:42:18+00:00,0,1 star,0.2973611354827881,Very negative,57,7,1,User Interface and Experience,0.24825145304203033,2022-11
Loading...,4,115744*********076806,A Google user,5.54.0,2022-08-05 10:24:33+00:00,0,3 stars,0.2753738760948181,Neutral,57,1,1,User Interface and Experience,0.16703298687934875,2022-08
Convenient for financial transactions,4,113181*********731646,A Google user,5.64.1,2023-05-10 13:21:04+00:00,0,4 stars,0.550500214099884,Positive,66,4,2,Payment and Bills,0.3551599681377411,2023-05
The app is good and lots of functions,4,114842*********391180,A Google user,5.70.0,2023-11-13 09:32:50+00:00,0,4 stars,0.5412496328353882,Positive,415,8,2,User Interface and Experience,0.38370755314826965,2023-11
Its easy to pay and buy load,4,110361*********435370,A Google user,5.31.1,2020-08-26 03:54:25+00:00,2,5 stars,0.5426040291786194,Very Positive,63,7,2,Payment and Bills,0.4975644648075104,2020-08
